LEFT_HIP_X;LEFT_HIP_Y;RIGHT_HIP_X;RIGHT_HIP_Y;LEFT_KNEE_X;LEFT_KNEE_Y;RIGHT_KNEE_X;RIGHT_KNEE_Y;LEFT_ANKLE_X;LEFT_ANKLE_Y;RIGHT_ANKLE_X;RIGHT_ANKLE_Y;LEFT_HEEL_X;LEFT_HEEL_Y;RIGHT_HEEL_X;RIGHT_HEEL_Y;LEFT_FOOT_INDEX_X;LEFT_FOOT_INDEX_Y;RIGHT_FOOT_INDEX_X;RIGHT_FOOT_INDEX_Y;vitesse
0.4932107031345367;0.537195086479187;0.4513980746269226;0.5359481573104858;0.5293096303939819;0.6478119492530823;0.3998251557350158;0.6567152142524719;0.531475841999054;0.7633313536643982;0.4041391909122467;0.7725303769111633;0.5240672826766968;0.7769944071769714;0.4163413047790527;0.7881087064743042;0.5425462126731873;0.8135850429534912;0.3817753493785858;0.815899670124054;lent
0.4621911644935608;0.5349771976470947;0.4747165143489837;0.5309622287750244;0.4842768609523773;0.6586438417434692;0.4499436318874359;0.642049252986908;0.4858075678348541;0.7827525734901428;0.4536458849906921;0.7772209048271179;0.4855856299400329;0.7995878458023071;0.4570979475975036;0.7961707711219788;0.4841856062412262;0.82159423828125;0.4528451561927795;0.8308546543121338;lent
0.4539481699466705;0.5329555869102478;0.4890685081481933;0.5292697548866272;0.4073321223258972;0.6491925716400146;0.5278308987617493;0.6418007016181946;0.406168520450592;0.7721783518791199;0.5178440809249878;0.776515781879425;0.4019287526607513;0.8021396398544312;0.5159125924110413;0.7982590198516846;0.3831890821456909;0.8031650185585022;0.5287204384803772;0.8218539953231812;lent
0.4422807097434997;0.546160876750946;0.5011988282203674;0.5428107976913452;0.3849551081657409;0.6596298217773438;0.5434349179267883;0.6596357822418213;0.3876003921031952;0.7791318893432617;0.5569894909858704;0.7775691151618958;0.3987673223018646;0.8010748624801636;0.5476023554801941;0.803274393081665;0.3650380074977875;0.8155496120452881;0.5720875859260559;0.804597020149231;lent
0.4661946892738342;0.5298390984535217;0.5031248331069946;0.5281242728233337;0.4157038629055023;0.6500599384307861;0.5341969728469849;0.6369147896766663;0.3928851783275604;0.7857964634895325;0.5448293089866638;0.7766810655593872;0.403118371963501;0.8114891648292542;0.5341017842292786;0.7987884283065796;0.3718549013137817;0.8362976312637329;0.5548303127288818;0.81103515625;lent
0.4638040959835052;0.5262251496315002;0.4924486577510834;0.5233888626098633;0.4736622869968414;0.653964102268219;0.4747657775878906;0.6311787366867065;0.468491643667221;0.8023659586906433;0.4689028859138489;0.7844349145889282;0.4632554650306701;0.8248968124389648;0.4720360338687897;0.8092309236526489;0.4784858226776123;0.8405207395553589;0.4616192281246185;0.8309873342514038;lent
0.4999635815620422;0.5518010854721069;0.430820882320404;0.547950029373169;0.545265793800354;0.6655980944633484;0.3763802945613861;0.6573677659034729;0.5433213114738464;0.773737370967865;0.3765449821949005;0.7742467522621155;0.531317949295044;0.7905125021934509;0.3893758356571197;0.7956140041351318;0.5673808455467224;0.8175432085990906;0.351884126663208;0.8260961174964905;lent
0.4788168370723724;0.5354444980621338;0.4092858731746673;0.5342159271240234;0.5161666870117188;0.6590162515640259;0.3770502507686615;0.6569869518280029;0.5263551473617554;0.7802069783210754;0.3853906393051147;0.7775341272354126;0.5184924006462097;0.7968500852584839;0.399206280708313;0.8000397086143494;0.5444967150688171;0.829814612865448;0.3651305735111236;0.8296769261360168;lent
0.4800710082054138;0.5329669713973999;0.4162572920322418;0.5337292551994324;0.4890352785587311;0.6867504119873047;0.3875933885574341;0.6833804249763489;0.5066778063774109;0.8000736236572266;0.3822018802165985;0.8015355467796326;0.5081219673156738;0.8153270483016968;0.3911696970462799;0.8190528750419617;0.5017049312591553;0.8491765260696411;0.3713539838790893;0.8546236157417297;lent
0.4794548153877258;0.5326480269432068;0.4157127439975738;0.5340114831924438;0.4888038039207458;0.6827417016029358;0.3876133263111114;0.683056652545929;0.506853461265564;0.8024225831031799;0.3828001618385315;0.7999503016471863;0.5111097693443298;0.8177534341812134;0.3916855454444885;0.8157402873039246;0.5011544823646545;0.8500205874443054;0.3724035620689392;0.8545573949813843;lent
