NOSE_X,NOSE_Y,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,LEFT_HEEL_X,LEFT_HEEL_Y,RIGHT_HEEL_X,RIGHT_HEEL_Y,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,label
0.4708974957466125,0.2677469253540039,0.4725682735443115,0.2538495659828186,0.4749840795993805,0.2537687718868255,0.4775214195251465,0.2539005875587463,0.4664605259895324,0.2550640404224396,0.4638852179050445,0.2556349635124206,0.4610242843627929,0.2563949823379516,0.4828343987464905,0.2630757391452789,0.4585817456245422,0.264667809009552,0.4766809344291687,0.2816250622272491,0.4687588214874267,0.2818286120891571,0.5134680867195129,0.3241308033466339,0.440868079662323,0.3321238756179809,0.5468843579292297,0.2313589006662368,0.4246289730072021,0.2429049760103225,0.5398151874542236,0.1294743418693542,0.4158491194248199,0.1312941908836364,0.5304394960403442,0.0956179574131965,0.3963026404380798,0.1080726683139801,0.5304388403892517,0.0971680432558059,0.416570246219635,0.1011489480733871,0.5297800302505493,0.1083455234766006,0.419100284576416,0.1114873588085174,0.4932107031345367,0.537195086479187,0.4513980746269226,0.5359481573104858,0.5293096303939819,0.6478119492530823,0.3998251557350158,0.6567152142524719,0.531475841999054,0.7633313536643982,0.4041391909122467,0.7725303769111633,0.5240672826766968,0.7769944071769714,0.4163413047790527,0.7881087064743042,0.5425462126731873,0.8135850429534912,0.3817753493785858,0.815899670124054,lent_avancer
0.4709555506706238,0.2608440518379211,0.4710326194763183,0.2473953813314438,0.4718955457210541,0.2471488565206527,0.4730693697929382,0.2469937056303024,0.467923104763031,0.2490948587656021,0.4664222598075866,0.2499871551990509,0.4647511839866638,0.2510275542736053,0.4751407504081726,0.2554142475128174,0.4670272469520569,0.2587594389915466,0.4742189943790436,0.2740124464035034,0.4698435664176941,0.2750132381916046,0.4468305110931396,0.3177081346511841,0.4973475933074951,0.3217330873012543,0.3972767889499664,0.2317763268947601,0.5312746167182922,0.2252294570207595,0.4197531640529632,0.1123259216547012,0.5106076598167419,0.1236469373106956,0.4105986654758453,0.0872148126363754,0.5422115921974182,0.0988108068704605,0.4091973304748535,0.0917785018682479,0.51055908203125,0.0991240069270134,0.4201073050498962,0.1010865047574043,0.5056676864624023,0.1054049506783485,0.4621911644935608,0.5349771976470947,0.4747165143489837,0.5309622287750244,0.4842768609523773,0.6586438417434692,0.4499436318874359,0.642049252986908,0.4858075678348541,0.7827525734901428,0.4536458849906921,0.7772209048271179,0.4855856299400329,0.7995878458023071,0.4570979475975036,0.7961707711219788,0.4841856062412262,0.82159423828125,0.4528451561927795,0.8308546543121338,lent_avancer
0.4698004126548767,0.2588012516498565,0.4690393805503845,0.2449267506599426,0.469029039144516,0.2445734143257141,0.4689690172672272,0.2442649900913238,0.4676802158355713,0.246716096997261,0.467076301574707,0.247649997472763,0.466642290353775,0.248723417520523,0.4673888087272644,0.2523304224014282,0.4851969182491302,0.2615094482898712,0.4716468751430511,0.2717688679695129,0.4691186547279358,0.2733058333396911,0.428788810968399,0.3131532073020935,0.5114126801490784,0.3128415942192077,0.3921363949775696,0.2283936589956283,0.5469232201576233,0.235067680478096,0.3950117826461792,0.1203239262104034,0.5332276821136475,0.1199186071753501,0.3847092986106872,0.092333473265171,0.5523778200149536,0.0987029746174812,0.3950140476226806,0.0906961038708686,0.534740686416626,0.0972018986940383,0.4003224968910217,0.0992439091205596,0.5259490609169006,0.1037730053067207,0.4539481699466705,0.5329555869102478,0.4890685081481933,0.5292697548866272,0.4073321223258972,0.6491925716400146,0.5278308987617493,0.6418007016181946,0.406168520450592,0.7721783518791199,0.5178440809249878,0.776515781879425,0.4019287526607513,0.8021396398544312,0.5159125924110413,0.7982590198516846,0.3831890821456909,0.8031650185585022,0.5287204384803772,0.8218539953231812,lent_avancer
0.4662083983421325,0.2489083856344223,0.458981454372406,0.2370492666959762,0.4545246958732605,0.2379713654518127,0.449404239654541,0.2399642020463943,0.4658596515655517,0.2379822582006454,0.4670141339302063,0.2393388152122497,0.4697113037109375,0.2408598214387893,0.4405110776424408,0.2542784512042999,0.4781439900398254,0.2497521191835403,0.4603219628334045,0.2634092569351196,0.4676662087440491,0.2642005980014801,0.4124441742897033,0.3172629177570343,0.5199016332626343,0.3141579926013946,0.3727402091026306,0.2471273392438888,0.5668225288391113,0.2348403334617614,0.3730061650276184,0.1443252563476562,0.5477332472801208,0.1307238787412643,0.3624522089958191,0.1162407398223877,0.5538861155509949,0.0986773446202278,0.3757087290287018,0.1106369495391845,0.5394411683082581,0.0982965901494026,0.3803374469280243,0.1193462833762168,0.5364627242088318,0.1106132939457893,0.4422807097434997,0.546160876750946,0.5011988282203674,0.5428107976913452,0.3849551081657409,0.6596298217773438,0.5434349179267883,0.6596357822418213,0.3876003921031952,0.7791318893432617,0.5569894909858704,0.7775691151618958,0.3987673223018646,0.8010748624801636,0.5476023554801941,0.803274393081665,0.3650380074977875,0.8155496120452881,0.5720875859260559,0.804597020149231,lent_avancer
0.4829096794128418,0.2364833503961563,0.4813330769538879,0.2253844738006591,0.480526864528656,0.2254479527473449,0.4796173572540283,0.2255883812904358,0.4838277399539947,0.2266644537448883,0.4848959445953369,0.2274937480688095,0.4865242838859558,0.2284649312496185,0.4763049185276031,0.2372377216815948,0.4995400309562683,0.2410770952701568,0.4833566546440124,0.2532699108123779,0.4853900074958801,0.2556370198726654,0.4368972778320312,0.3070487976074219,0.5418805480003357,0.3038656413555145,0.382254421710968,0.2521012127399444,0.5987724661827087,0.247208297252655,0.3819191455841064,0.1447605043649673,0.5869645476341248,0.1363210827112198,0.3689393401145935,0.1156102493405342,0.5939909815788269,0.1053357347846031,0.3829437792301178,0.1100574880838394,0.5827503800392151,0.1042865291237831,0.3887704014778137,0.1177088394761085,0.5780379772186279,0.116706795990467,0.4661946892738342,0.5298390984535217,0.5031248331069946,0.5281242728233337,0.4157038629055023,0.6500599384307861,0.5341969728469849,0.6369147896766663,0.3928851783275604,0.7857964634895325,0.5448293089866638,0.7766810655593872,0.403118371963501,0.8114891648292542,0.5341017842292786,0.7987884283065796,0.3718549013137817,0.8362976312637329,0.5548303127288818,0.81103515625,lent_avancer
0.4820433557033539,0.2357352823019027,0.4805098474025726,0.2217964977025985,0.4793297350406647,0.221973106265068,0.4780681133270263,0.2221488803625106,0.4822129607200622,0.2231233119964599,0.4828100204467773,0.2239851802587509,0.4836901128292084,0.224807471036911,0.475250095129013,0.2322360873222351,0.4854242205619812,0.2393243312835693,0.4827914834022522,0.2498469352722168,0.4838396608829498,0.2514427602291107,0.431836187839508,0.2984479963779449,0.5010615587234497,0.3005203604698181,0.4671507477760315,0.2064233571290969,0.5127254128456116,0.2211872190237045,0.4475688934326172,0.1012540385127067,0.5028741955757141,0.11101995408535,0.4350098669528961,0.0772570520639419,0.5049757361412048,0.086119458079338,0.3897760510444641,0.0890009328722953,0.4989768862724304,0.0808701440691948,0.4460301399230957,0.0859256908297538,0.4961892664432525,0.0903865173459053,0.4638040959835052,0.5262251496315002,0.4924486577510834,0.5233888626098633,0.4736622869968414,0.653964102268219,0.4747657775878906,0.6311787366867065,0.468491643667221,0.8023659586906433,0.4689028859138489,0.7844349145889282,0.4632554650306701,0.8248968124389648,0.4720360338687897,0.8092309236526489,0.4784858226776123,0.8405207395553589,0.4616192281246185,0.8309873342514038,lent_avancer
0.4567665457725525,0.2819022536277771,0.4596322476863861,0.26862832903862,0.4627130031585693,0.268571525812149,0.4660652577877044,0.2685804665088653,0.4507686495780945,0.2705003023147583,0.4470321536064148,0.2718793153762817,0.4431811869144439,0.2734028100967407,0.4724828600883484,0.2765361666679382,0.4381992816925049,0.2826266884803772,0.4644931852817535,0.2967398464679718,0.4532898366451263,0.2990359663963318,0.5141610503196716,0.3425618708133697,0.4105690121650696,0.3565224707126617,0.5728789567947388,0.2881042063236236,0.3613456487655639,0.3208691477775574,0.5525249242782593,0.191854640841484,0.3589480817317962,0.2309966832399368,0.5529232621192932,0.1615285873413086,0.3546300232410431,0.2083583027124405,0.5462987422943115,0.157081201672554,0.3600119948387146,0.2073509693145752,0.5438523292541504,0.1738278269767761,0.3625848293304443,0.2169861048460006,0.4999635815620422,0.5518010854721069,0.430820882320404,0.547950029373169,0.545265793800354,0.6655980944633484,0.3763802945613861,0.6573677659034729,0.5433213114738464,0.773737370967865,0.3765449821949005,0.7742467522621155,0.531317949295044,0.7905125021934509,0.3893758356571197,0.7956140041351318,0.5673808455467224,0.8175432085990906,0.351884126663208,0.8260961174964905,lent_avancer
0.4424273073673248,0.2664701044559479,0.4476609230041504,0.2511796355247497,0.451923668384552,0.2513014376163482,0.4566343426704407,0.2515895366668701,0.4357882142066955,0.2525460422039032,0.4318837523460388,0.2536886036396026,0.4279856085777282,0.2548023164272308,0.4648036062717438,0.2598346769809723,0.4230427742004394,0.2630071938037872,0.4516384601593017,0.2823369204998016,0.4361926615238189,0.2834772169589996,0.4984244704246521,0.3309063911437988,0.3917220532894134,0.3329820334911346,0.5552238821983337,0.2627047002315521,0.349757581949234,0.2927995920181274,0.5383085012435913,0.1587594151496887,0.3525223135948181,0.1844119727611541,0.5387252569198608,0.1277815550565719,0.3510773479938507,0.1557990163564682,0.5313310623168945,0.125272050499916,0.3533955216407776,0.1604341119527816,0.5288750529289246,0.139140173792839,0.3491736054420471,0.1867757439613342,0.4788168370723724,0.5354444980621338,0.4092858731746673,0.5342159271240234,0.5161666870117188,0.6590162515640259,0.3770502507686615,0.6569869518280029,0.5263551473617554,0.7802069783210754,0.3853906393051147,0.7775341272354126,0.5184924006462097,0.7968500852584839,0.399206280708313,0.8000397086143494,0.5444967150688171,0.829814612865448,0.3651305735111236,0.8296769261360168,lent_avancer
0.4450264871120453,0.2523641288280487,0.4511402547359466,0.2409314066171646,0.4555636346340179,0.2410483360290527,0.4599873125553131,0.241252914071083,0.4392709136009216,0.2410284727811813,0.4347768425941467,0.2412628382444381,0.4301503598690033,0.2416670024394989,0.4667264819145202,0.246600329875946,0.4212333559989929,0.2469474524259567,0.4530359804630279,0.2694626748561859,0.4391482770442962,0.2687946259975433,0.494971752166748,0.3190174102783203,0.395829439163208,0.3221434950828552,0.5621914863586426,0.264633297920227,0.3140245079994201,0.2807691693305969,0.5291731953620911,0.1655335873365402,0.3321843147277832,0.1746978610754013,0.5197976231575012,0.1374029517173767,0.3349837362766266,0.1494940221309662,0.5128087401390076,0.1321929693222046,0.3433539271354675,0.1467774510383606,0.5150426626205444,0.1440352350473404,0.3438384234905243,0.1589386016130447,0.4800710082054138,0.5329669713973999,0.4162572920322418,0.5337292551994324,0.4890352785587311,0.6867504119873047,0.3875933885574341,0.6833804249763489,0.5066778063774109,0.8000736236572266,0.3822018802165985,0.8015355467796326,0.5081219673156738,0.8153270483016968,0.3911696970462799,0.8190528750419617,0.5017049312591553,0.8491765260696411,0.3713539838790893,0.8546236157417297,lent_avancer
0.4445120394229889,0.253327339887619,0.4508687555789947,0.2413670420646667,0.4551153779029846,0.2414057105779647,0.4596849977970123,0.2415215224027633,0.4386515021324157,0.2414503097534179,0.4340366423130035,0.241618663072586,0.4292587637901306,0.2419686317443847,0.466012954711914,0.2464529722929,0.419438362121582,0.2468808740377426,0.4526639580726623,0.2702419459819793,0.4383814334869385,0.2700785100460052,0.4940507411956787,0.3184131383895874,0.3942452371120453,0.3214955031871795,0.5585711598396301,0.2642534673213959,0.3111686706542969,0.2806949019432068,0.5254581570625305,0.1666630655527115,0.3290138244628906,0.1717906296253204,0.5144129991531372,0.1372341513633728,0.3309444785118103,0.1447525024414062,0.5076411962509155,0.1326293647289276,0.3390761613845825,0.1423669308423996,0.5094054937362671,0.1444310247898101,0.3402880430221557,0.154614120721817,0.4794548153877258,0.5326480269432068,0.4157127439975738,0.5340114831924438,0.4888038039207458,0.6827417016029358,0.3876133263111114,0.683056652545929,0.506853461265564,0.8024225831031799,0.3828001618385315,0.7999503016471863,0.5111097693443298,0.8177534341812134,0.3916855454444885,0.8157402873039246,0.5011544823646545,0.8500205874443054,0.3724035620689392,0.8545573949813843,lent_avancer
